Cat1,AvgS1,M1,Co1,Cat2,AvgS2,M2,Co2,Cat3,AvgS3,M3,Co3,Cat4,AvgS4,M4,Co4,NumDeg,NumCertf,NumJobs,AverageMonths
IT,93658.74634,39,0,Consultant,51006.75,52,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,22.75
IT,93658.74634,25,0,Other,24135.01587,2,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,6.75
Engineering,93658.74634,103,0,IT,49400,5,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,27
Engineering,93658.74634,48,0,IT,100306.4,32,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,20
IT,93658.74634,9,0,Other,53085.31717,1,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,2.5
Engineering,93658.74634,2,1,Other,42115.18182,20,1,Operations,69434.83383,6,1,Unemployed,0,7,1,3,3,4,8.75
Engineering,93658.74634,13,1,IT,69783.6369,6,1,Operations,69434.83383,2,0,IT,69783.6369,22,1,2,1,4,10.75
Engineering,93658.74634,5,1,Service,51865.5,9,1,IT,69783.6369,4,1,IT,69783.6369,4,1,3,3,4,5.5
Engineering,93658.74634,1,1,Executive,123893.3069,4,0,IT,69783.6369,3,1,IT,39900,3,1,3,3,4,2.75
Engineering,93658.74634,56,1,Engineering,93658.74634,19,1,Academia,63461.28125,4,1,Other,53085.31717,6,0,3,3,4,21.25
Engineering,93658.74634,35,1,Engineering,93658.74634,6,1,Academia,63461.28125,19,1,Academia,42492.8,27,1,3,3,4,21.75
Engineering,93658.74634,72,0,IT,69783.6369,58,0,Engineering,81584.97869,3,0,IT,69783.6369,3,0,3,3,4,34
IT,93658.74634,2,1,IT,127770.6667,38,0,IT,69783.6369,21,0,IT,72056.13043,15,0,3,3,4,19
Engineering,93658.74634,45,1,IT,77809.25949,12,1,IT,69783.6369,42,1,Academia,63461.28125,37,0,3,3,4,34
IT,93658.74634,111,0,IT,77809.25949,59,0,IT,69783.6369,46,0,Unemployed,0,0,0,3,3,3,54
Engineering,93658.74634,5,1,IT,77809.25949,12,1,IT,69783.6369,3,1,IT,69783.6369,10,0,3,3,4,7.5
Engineering,93658.74634,21,1,IT,69783.6369,34,1,IT,69783.6369,12,0,Unemployed,0,0,0,3,3,3,16.75
Engineering,93658.74634,3,1,Consultant,86307.45545,7,1,IT,69783.6369,12,1,IT,69783.6369,3,1,3,3,4,6.25
Engineering,93658.74634,3,1,Engineering,93658.74634,3,0,Engineering,81584.97869,4,1,Engineering,93658.74634,3,1,3,3,4,3.25
Engineering,93658.74634,12,0,Engineering,93658.74634,89,0,Engineering,81584.97869,76,0,Engineering,93658.74634,24,0,3,3,4,50.25
Engineering,93658.74634,2,1,Engineering,81584.97869,11,1,Engineering,81584.97869,16,1,Engineering,81584.97869,3,0,3,3,4,8
Engineering,93658.74634,9,1,Engineering,270095,7,1,IT,69783.6369,8,1,Unemployed,0,9,1,3,3,4,8.25
Engineering,93658.74634,54,0,Engineering,81584.97869,4,0,IT,69783.6369,6,0,IT,69783.6369,6,0,3,3,4,17.5
Engineering,93658.74634,19,1,Academia,41346.78947,19,1,Academia,63461.28125,7,1,Engineering,81584.97869,3,0,3,3,4,12
Engineering,93658.74634,6,1,Engineering,93658.74634,19,1,IT,69783.6369,22,0,Other,53085.31717,22,0,3,3,4,17.25
Engineering,93658.74634,4,1,Engineering,93658.74634,15,1,Engineering,81584.97869,5,1,Other,53085.31717,149,0,1,1,4,43.25
Engineering,81584.97869,12,1,IT,69783.6369,12,1,Operations,69434.83383,7,1,Management,79819.50204,15,1,3,3,4,11.5
Engineering,227754,19,1,Management,69720.57143,12,1,IT,69783.6369,27,1,Unemployed,42750,1,1,3,3,4,14.75
IT,227754,5,1,IT,127770.6667,31,1,Engineering,81584.97869,26,1,Admin,77805.28205,24,0,3,3,4,21.5
Engineering,227754,6,1,Management,79819.50204,28,1,IT,69783.6369,20,1,IT,77809.25949,33,1,3,3,4,21.75
IT,69783.6369,9,1,IT,69783.6369,154,1,Other,53085.31717,11,1,IT,69783.6369,52,0,3,3,4,56.5
IT,69783.6369,23,0,IT,90009.5,15,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,9.5
IT,69783.6369,91,1,IT,69783.6369,348,0,IT,69783.6369,28,0,Unemployed,0,0,0,3,3,3,116.75
IT,69783.6369,36,0,Academia,41346.78947,33,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,17.25
IT,69783.6369,19,1,IT,69783.6369,5,1,IT,69783.6369,51,0,IT,69783.6369,24,1,3,3,4,24.75
IT,69783.6369,4,1,IT,69783.6369,14,1,IT,69783.6369,18,1,IT,69783.6369,134,1,2,3,4,42.5
IT,121308.2,5,1,IT,69783.6369,14,1,IT,69783.6369,27,1,Executive,123893.3069,18,1,3,3,4,16
IT,121308.2,51,0,IT,127770.6667,19,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,17.5
IT,121308.2,24,1,IT,121308.2,55,0,IT,69783.6369,72,0,IT,121308.2,32,0,3,3,4,45.75
IT,121308.2,19,1,IT,69783.6369,17,1,Executive,123893.3069,16,1,IT,69783.6369,28,1,2,3,4,20
IT,69783.6369,62,1,IT,77809.25949,16,0,IT,69783.6369,35,0,Academia,63461.28125,35,0,3,3,4,37
IT,69783.6369,48,1,Consultant,143285,1,1,Consultant,78074.16822,22,0,Consultant,86307.45545,57,0,3,3,4,32
Engineering,92561,30,1,IT,63701.34483,45,1,IT,69783.6369,1,1,Management,73118.3913,23,0,3,3,4,24.75
Other,53085.31717,4,1,Management,79819.50204,21,1,Management,79819.50204,34,0,Academia,69805,4,1,2,1,4,15.75
Other,53085.31717,4,1,Management,79819.50204,21,1,Management,79819.50204,34,0,Academia,69805,4,1,2,1,4,15.75
Operations,69434.83383,63,1,Academia,63461.28125,17,0,Management,79819.50204,2,1,IT,69783.6369,12,1,3,3,4,23.5
Operations,69434.83383,38,1,Operations,69434.83383,79,0,Operations,69434.83383,4,1,Operations,57452.57447,12,1,1,1,4,33.25
HR,51182.90816,7,1,HR,51182.90816,17,1,HR,51182.90816,13,1,HR,51182.90816,10,1,3,2,4,11.75
IT,69783.6369,33,1,IT,69783.6369,15,0,IT,69783.6369,36,0,Management,69720.57143,15,0,3,3,4,24.75
HR,51182.90816,7,1,Management,79819.50204,7,1,Management,79819.50204,26,1,Other,53085.31717,74,1,3,1,4,28.5
HR,51182.90816,3,1,HR,51182.90816,6,1,HR,51182.90816,13,1,Other,53085.31717,7,1,3,1,4,7.25
IT,69783.6369,23,1,IT,69783.6369,54,1,HR,51182.90816,4,1,Other,53085.31717,3,1,3,3,4,21
HR,51182.90816,6,1,HR,51182.90816,2,1,HR,51182.90816,6,1,Management,79819.50204,22,1,1,1,4,9
HR,51182.90816,17,1,HR,51182.90816,18,1,HR,51182.90816,15,1,Unemployed,0,0,1,3,1,3,12.5
HR,51182.90816,35,1,HR,51182.90816,18,1,HR,51182.90816,92,1,HR,51182.90816,19,0,2,3,4,41
HR,51182.90816,16,0,HR,51182.90816,3,1,Other,53085.31717,58,1,Unemployed,0,0,0,3,1,3,19.25
HR,51182.90816,10,1,Sales,89003.44444,24,1,IT,69783.6369,8,1,Management,79819.50204,11,0,2,1,4,13.25
HR,51182.90816,16,1,HR,51182.90816,12,1,Other,53085.31717,4,0,Unemployed,0,0,0,2,1,3,8
HR,51182.90816,38,1,HR,51182.90816,63,1,Engineering,81584.97869,10,0,HR,51182.90816,148,0,3,1,4,64.75
HR,51182.90816,11,1,HR,51182.90816,8,1,Executive,123893.3069,120,1,Executive,123893.3069,30,1,1,1,4,42.25
HR,51182.90816,5,1,Academia,63461.28125,119,1,Management,79819.50204,216,1,Academia,63461.28125,88,1,3,1,4,107
HR,51182.90816,5,0,Hr,51182.90816,30,0,HR,51182.90816,3,0,HR,51182.90816,3,0,3,1,4,10.25
HR,51182.90816,31,1,HR,51182.90816,29,1,HR,51182.90816,27,1,HR,51182.90816,4,1,1,1,4,22.75
HR,51182.90816,1,0,HR,51182.90816,26,1,HR,51182.90816,10,1,HR,52756.71429,28,1,3,1,4,16.25
Government,78213.325,34,1,Other,53085.31717,10,1,Other,53085.31717,8,1,IT,69783.6369,18,1,1,1,4,17.5
Government,78213.325,34,1,Other,53085.31717,10,1,Other,53085.31717,8,1,IT,69783.6369,18,1,1,1,4,17.5
Government,78213.325,15,1,Management,79819.50204,43,1,Other,53085.31717,7,1,Other,53085.31717,16,1,2,3,4,20.25
Other,53085.31717,4,1,Other,53085.31717,17,1,Other,53085.31717,6,1,Sales,47142.92286,7,1,3,3,4,8.5
IT,69783.6369,25,1,IT,69783.6369,16,0,Academia,63461.28125,3,0,Academia,42492.8,3,1,2,3,4,11.75
Sales,47142.92286,5,1,Management,79819.50204,45,1,Finance,60991.45474,17,1,Management,79819.50204,17,1,3,3,4,21
Management,79819.50204,63,1,Sales,60877.01504,10,1,IT,69783.6369,60,1,Unemployed,0,0,0,3,3,3,33.25
Other,53085.31717,165,1,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,1,41.25
Other,53085.31717,165,1,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,1,41.25
IT,69783.6369,117,1,Finance,73591.75926,7,0,Finance,60991.45474,5,0,IT,69783.6369,24,1,3,3,4,38.25
Management,79819.50204,21,1,Management,130480,12,1,IT,69783.6369,8,1,IT,69783.6369,28,1,1,1,4,17.25
Management,79819.50204,13,1,Management,79819.50204,80,0,IT,69783.6369,36,1,Management,107588,60,1,3,1,4,47.25
Management,79819.50204,25,1,Management,79819.50204,30,1,Management,79819.50204,28,1,Management,79819.50204,48,1,3,1,4,32.75
Marketing,50436.77654,31,1,Sales,47142.92286,12,0,Executive,123893.3069,2,0,Sales,71366.9,6,0,2,3,4,12.75
Management,79819.50204,7,1,Management,79819.50204,14,1,Management,79819.50204,18,1,IT,69783.6369,35,1,3,3,4,18.5
Management,102093,81,1,Operations,85551.22727,10,1,Other,53085.31717,18,1,Operations,85551.22727,3,1,3,3,4,28
Operations,69434.83383,62,0,Operations,85551.22727,22,0,Management,79819.50204,19,0,Other,53085.31717,4,0,3,3,4,26.75
IT,69783.6369,22,1,IT,69783.6369,27,1,Academia,63461.28125,14,1,Finance,60991.45474,3,1,3,3,4,16.5
Engineering,81584.97869,50,0,IT,69783.6369,3,0,IT,69783.6369,65,0,IT,69783.6369,5,0,2,3,4,30.75
IT,69783.6369,43,0,IT,92732,89,0,IT,69783.6369,28,0,IT,77809.25949,40,0,3,3,4,50
HR,51182.90816,33,1,HR,44609.36364,53,1,HR,51182.90816,2,1,HR,51182.90816,39,0,3,3,4,31.75
IT,69783.6369,11,0,IT,69783.6369,30,1,IT,69783.6369,23,0,IT,57104.7619,14,0,3,2,4,19.5
IT,69783.6369,10,1,IT,72056.13043,69,1,IT,69783.6369,34,1,IT,69783.6369,4,1,3,3,4,29.25
IT,117451,27,1,Academia,63461.28125,6,1,IT,69783.6369,36,1,Academia,21197,24,1,3,3,4,23.25
IT,117451,12,0,IT,77809.25949,23,0,IT,69783.6369,55,1,Engineering,48352.4,16,0,3,3,4,26.5
IT,69783.6369,132,0,IT,77809.25949,35,0,IT,69783.6369,43,0,IT,77809.25949,40,0,3,3,4,62.5
IT,69783.6369,96,1,IT,69783.6369,12,0,IT,69783.6369,71,0,Operations,85551.22727,36,1,3,3,4,53.75
IT,270095,29,1,Academia,63461.28125,5,0,Academia,63461.28125,72,1,Academia,42492.8,40,1,3,3,4,36.5
Consultant,45175,86,1,Marketing,50436.77654,13,1,Management,79819.50204,19,1,Other,53085.31717,15,1,3,3,4,33.25
HR,51182.90816,18,1,HR,51182.90816,3,1,IT,69783.6369,32,1,Service,37263.83653,56,0,2,2,4,27.25
HR,53355,74,0,Other,53085.31717,11,0,IT,69783.6369,9,0,Admin,43191.11111,9,0,3,3,4,25.75
Unemployed,34200,5,0,Engineering,81584.97869,3,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,2
Finance,60991.45474,4,0,Other,53085.31717,1,0,Unemployed,0,1,0,IT,69783.6369,1,0,3,3,4,1.75
IT,69783.6369,2,1,IT,69783.6369,3,1,Other,53085.31717,3,1,IT,69783.6369,2,1,3,3,4,2.5
IT,69783.6369,3,0,HR,51182.90816,1,0,Service,37263.83653,1,0,Service,37263.83653,1,0,3,3,4,1.5
Other,53085.31717,6,1,Other,53085.31717,11,1,Service,37263.83653,10,0,Unemployed,0,0,0,1,1,3,6.75
Other,53085.31717,6,1,Other,53085.31717,11,1,Service,37263.83653,10,0,Unemployed,0,0,0,1,1,3,6.75
Other,53085.31717,86,1,Other,53085.31717,15,1,Unemployed,0,0,1,Other,25650,15,1,1,1,3,29
Sales,47142.92286,4,1,Other,39066.66667,3,1,Other,53085.31717,6,1,Unemployed,0,0,0,3,3,3,3.25
Management,46892.07895,3,0,Sales,47142.92286,17,1,Management,79819.50204,5,1,IT,69783.6369,13,1,3,3,4,9.5
Management,46892.07895,13,1,Other,26600,11,0,Management,79819.50204,16,0,Sales,41147.2,35,1,1,1,4,18.75
Management,46892.07895,40,1,Management,40508.28571,21,1,Management,79819.50204,11,1,Unemployed,0,0,0,0,1,3,18
Management,46892.07895,19,1,Service,34593.85714,32,0,Sales,47142.92286,4,1,Sales,47142.92286,8,0,3,3,4,15.75
Management,46892.07895,55,1,Management,46892.07895,51,1,Management,79819.50204,164,0,Executive,123893.3069,17,0,3,3,4,71.75
Other,53085.31717,62,1,Other,43777,3,1,Executive,123893.3069,17,1,Operations,50183.33333,2,0,3,1,4,21
Other,53085.31717,3,1,Other,53085.31717,32,1,Executive,123893.3069,14,0,Executive,123893.3069,104,1,3,3,4,38.25
Marketing,50436.77654,24,0,Management,79819.50204,38,1,Marketing,50436.77654,26,1,Marketing,55620,19,1,2,1,4,26.75
Marketing,50436.77654,24,0,Management,79819.50204,38,1,Marketing,50436.77654,26,1,Marketing,55620,19,1,2,1,4,26.75
IT,69783.6369,19,1,Sales,47142.92286,12,1,Sales,47142.92286,17,1,Sales,47142.92286,29,1,3,3,4,19.25
Finance,60991.45474,11,0,Academia,63461.28125,7,1,Finance,60991.45474,2,1,Executive,326069,11,1,3,3,4,7.75
Finance,60991.45474,14,0,Other,53085.31717,50,1,HR,51182.90816,13,1,Other,53085.31717,96,1,3,3,4,43.25
Executive,123893.3069,172,0,Engineering,79176,44,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,2,54
Unemployed,31033.33333,23,1,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,1,5.75
Unemployed,31033.33333,7,1,Sales,47142.92286,11,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,2,4.5
Unemployed,31033.33333,55,1,Academia,63461.28125,48,1,Other,53085.31717,6,0,Other,53085.31717,1,0,2,1,4,27.5
Unemployed,31033.33333,51,1,Other,53085.31717,3,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,13.5
Unemployed,31033.33333,35,1,Unemployed,38950,3,1,Engineering,81584.97869,18,0,Unemployed,0,0,0,3,3,3,14
Unemployed,31033.33333,11,1,Other,53085.31717,3,0,Unemployed,0,19,0,Service,32980.11111,5,0,3,3,4,9.5
Unemployed,30400,8,0,Other,53085.31717,6,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,3.5
Unemployed,30400,2,1,IT,69783.6369,27,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,7.25
Unemployed,0,3,1,IT,93658.74634,3,1,IT,69783.6369,7,1,IT,70974.625,3,1,3,3,4,4
Unemployed,0,3,1,Unemployed,0,3,1,Management,79819.50204,3,1,Finance,60991.45474,3,1,3,3,4,3
Entertainment,42094,25,1,Admin,51802.85714,133,0,Consultant,78074.16822,37,0,Admin,43191.11111,35,0,3,3,4,57.5
Entertainment,42094,11,1,Executive,123893.3069,11,1,Executive,123893.3069,29,0,Executive,123893.3069,38,0,3,3,4,22.25
Management,79819.50204,36,1,Other,53085.31717,52,1,Operations,69434.83383,16,1,Other,74100,5,1,3,3,4,27.25
HR,51182.90816,51,1,HR,51182.90816,10,0,HR,51182.90816,18,0,Finance,60991.45474,28,0,3,3,4,26.75
Unemployed,38950,2,0,Unemployed,38950,2,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,1
Marketing,50436.77654,3,1,Marketing,50436.77654,5,1,Finance,60991.45474,2,0,Marketing,50436.77654,32,0,3,3,4,10.5
Unemployed,42750,15,0,Other,53085.31717,14,1,Service,37263.83653,4,0,Other,53085.31717,16,0,3,3,4,12.25
Other,106683,25,1,Management,79819.50204,49,1,Academia,63461.28125,102,0,Management,79819.50204,88,0,2,1,4,66
Other,106683,25,1,Management,79819.50204,49,1,Academia,63461.28125,102,0,Management,79819.50204,88,0,2,1,4,66
Other,106683,12,1,Other,53085.31717,21,1,Other,53085.31717,6,0,Other,106683,19,1,3,3,4,14.5
Other,106683,4,0,Other,53085.31717,27,0,Other,53085.31717,32,0,Other,106683,53,0,3,3,4,29
Management,79819.50204,12,1,IT,69783.6369,24,0,Admin,51794.60833,23,1,Consultant,78074.16822,50,1,2,3,4,27.25
Management,79819.50204,12,1,IT,69783.6369,24,0,Admin,51794.60833,23,1,Consultant,78074.16822,50,1,2,3,4,27.25
Management,79819.50204,4,1,Other,53085.31717,5,1,Management,79819.50204,8,1,Management,79819.50204,16,1,1,1,4,8.25
Management,70428.41667,31,1,Operations,69434.83383,11,1,Sales,47142.92286,19,0,Service,37263.83653,12,0,3,3,4,18.25
Management,70428.41667,12,1,Service,39590.68519,17,1,Sales,47142.92286,11,0,Operations,69434.83383,9,0,3,3,4,12.25
Management,70428.41667,15,1,Consultant,201400,31,1,Other,53085.31717,3,1,Other,53085.31717,5,1,3,3,4,13.5
Management,70428.41667,11,1,Other,53085.31717,24,0,Service,37263.83653,7,0,Other,53085.31717,4,1,3,3,4,11.5
Management,70428.41667,22,1,IT,69783.6369,20,0,IT,69783.6369,50,0,IT,69783.6369,6,0,3,3,4,24.5
Management,79819.50204,34,1,Unemployed,0,67,1,Management,79819.50204,15,1,Other,53085.31717,101,1,3,3,4,54.25
Management,79819.50204,127,1,IT,69783.6369,14,1,Management,79819.50204,57,1,Other,53085.31717,49,1,3,3,4,61.75
Other,53085.31717,14,1,Operations,82979.71429,20,1,Management,79819.50204,24,0,Operations,69434.83383,33,1,3,3,4,22.75
Academia,63461.28125,46,1,Management,79819.50204,22,1,Finance,60991.45474,12,1,Service,37263.83653,57,1,3,3,4,34.25
Other,53085.31717,52,0,Academia,63461.28125,12,0,IT,69783.6369,23,1,Executive,123893.3069,20,0,3,3,4,26.75
Sales,47142.92286,72,1,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,1,18
Other,53085.31717,39,1,Other,53085.31717,23,1,IT,69783.6369,12,1,Other,53085.31717,12,0,3,3,4,21.5
Other,53085.31717,25,1,Other,53085.31717,9,0,Other,53085.31717,3,1,Unemployed,0,3,1,3,3,4,10
Executive,123893.3069,25,1,Executive,123893.3069,9,1,Executive,123893.3069,21,1,Executive,123893.3069,32,1,1,1,4,21.75
Executive,123893.3069,19,1,Executive,123893.3069,8,1,Executive,123893.3069,99,1,Executive,123893.3069,16,1,1,1,4,35.5
Other,53085.31717,15,1,Academia,43191.11111,12,1,Management,79819.50204,44,1,Unemployed,0,0,0,1,1,3,17.75
IT,69783.6369,16,1,Finance,60991.45474,12,1,Finance,60991.45474,39,0,Unemployed,0,0,0,3,3,3,16.75
IT,69783.6369,26,0,IT,69783.6369,1,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,6.75
IT,69783.6369,36,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,3,1,1,9
IT,69783.6369,4,1,Executive,123893.3069,16,0,Finance,60991.45474,41,0,Executive,123893.3069,8,1,2,1,4,17.25
IT,64558.91667,175,0,Management,68355.83333,12,0,IT,69783.6369,35,0,Unemployed,0,0,0,1,1,3,55.5
IT,64558.91667,175,0,Management,68355.83333,12,0,IT,69783.6369,35,0,Unemployed,0,0,0,1,1,3,55.5
It,100306.4,18,0,Other,53085.31717,6,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,6
It,100306.4,3,0,IT,69783.6369,17,1,Finance,60991.45474,5,1,IT,69783.6369,4,1,3,3,4,7.25
HR,47800,7,0,HR,47800,43,0,Management,79819.50204,42,0,Consultant,45175,64,0,3,3,4,39
HR,51182.90816,61,1,HR,51182.90816,3,0,Unemployed,0,0,0,Unemployed,0,0,0,3,1,2,16
HR,51182.90816,14,1,HR,62208,14,0,Consultant,78074.16822,4,0,Management,69720.57143,40,0,3,3,4,18
HR,51182.90816,18,0,HR,52756.71429,21,1,HR,51182.90816,62,1,HR,44609.36364,74,1,3,3,4,43.75
HR,51182.90816,18,0,HR,52756.71429,21,1,HR,51182.90816,62,1,HR,44609.36364,74,1,3,3,4,43.75
HR,51182.90816,6,1,Executive,123893.3069,93,1,Management,79819.50204,8,1,HR,51182.90816,15,1,3,1,4,30.5
HR,51182.90816,20,1,HR,51182.90816,21,1,IT,69783.6369,7,1,HR,44609.36364,9,1,3,1,4,14.25
HR,51182.90816,8,1,HR,51182.90816,5,1,HR,51182.90816,6,1,HR,51182.90816,4,0,0,1,4,5.75
HR,51182.90816,6,1,Management,79819.50204,9,1,HR,51182.90816,2,1,Executive,123893.3069,35,1,3,1,4,13
HR,51182.90816,8,1,Other,53085.31717,57,0,HR,51182.90816,3,0,HR,51182.90816,15,0,3,3,4,20.75
HR,51182.90816,66,1,IT,42578.66667,32,0,Sales,47142.92286,38,1,Management,79819.50204,13,1,3,2,4,37.25
HR,51182.90816,24,1,HR,51182.90816,72,1,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,24
HR,51182.90816,10,0,HR,51182.90816,7,1,Sales,47142.92286,16,1,Finance,55597.75,11,1,3,2,4,11
HR,51182.90816,12,1,HR,51182.90816,65,0,HR,51182.90816,9,0,Admin,77805.28205,31,0,3,3,4,29.25
HR,51182.90816,4,1,HR,51182.90816,35,0,HR,51182.90816,44,0,HR,51182.90816,28,0,3,1,4,27.75
HR,51182.90816,46,1,HR,42578.66667,61,1,IT,69783.6369,23,1,IT,42578.66667,13,0,2,1,4,35.75
HR,51182.90816,1,1,Other,57458,44,1,HR,51182.90816,16,1,Management,79819.50204,11,1,2,1,4,18
HR,51182.90816,35,1,Other,53085.31717,15,1,Executive,123893.3069,4,1,HR,51182.90816,6,1,3,3,4,15
HR,48094,11,1,HR,48094,12,1,Other,53085.31717,12,1,Management,48171,25,0,3,3,4,15
HR,51182.90816,2,1,HR,40650.81818,12,0,HR,51182.90816,11,1,IT,40650.81818,2,1,3,2,4,6.75
HR,51182.90816,24,1,HR,51182.90816,37,1,HR,51182.90816,36,0,HR,51182.90816,3,0,3,3,4,25
HR,51182.90816,21,1,Other,53085.31717,4,1,HR,51182.90816,8,1,HR,51182.90816,8,1,3,3,4,10.25
HR,51182.90816,49,1,HR,42578.66667,17,0,Sales,47142.92286,16,1,IT,42578.66667,16,1,1,2,4,24.5
HR,51182.90816,21,1,Management,79819.50204,6,1,Management,79819.50204,4,1,Management,79819.50204,21,1,1,2,4,13
HR,51182.90816,13,1,HR,51182.90816,25,1,HR,51182.90816,2,1,HR,51182.90816,2,1,3,3,4,10.5
HR,51182.90816,38,1,HR,51182.90816,32,1,Sales,47142.92286,45,0,HR,52756.71429,38,0,2,1,4,38.25
HR,51182.90816,200,0,Other,53085.31717,6,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,51.5
HR,51182.90816,18,1,HR,52756.71429,17,1,Executive,123893.3069,195,0,Consultant,119559.5,67,0,3,3,4,74.25
HR,51182.90816,13,1,HR,30400,8,1,HR,51182.90816,3,1,HR,52756.71429,3,1,1,3,4,6.75
HR,51182.90816,17,1,HR,51182.90816,12,1,HR,51182.90816,16,0,HR,51182.90816,34,0,2,1,4,19.75
HR,51182.90816,17,1,HR,51182.90816,12,1,HR,51182.90816,16,0,HR,51182.90816,34,0,2,1,4,19.75
HR,51182.90816,38,1,HR,51182.90816,20,1,HR,51182.90816,52,1,Other,53085.31717,11,1,2,3,4,30.25
HR,51182.90816,11,1,Other,53085.31717,12,1,HR,51182.90816,9,0,Operations,69434.83383,20,1,2,1,4,13
HR,51182.90816,17,1,Management,79819.50204,11,1,IT,69783.6369,5,0,Government,78213.325,9,1,3,3,4,10.5
HR,51182.90816,45,1,HR,51182.90816,14,0,HR,51182.90816,6,0,HR,51182.90816,9,1,3,3,4,18.5
HR,51182.90816,33,1,Sales,47142.92286,12,1,HR,51182.90816,63,0,HR,51182.90816,3,0,3,3,4,27.75
HR,51182.90816,7,1,HR,51182.90816,9,1,HR,51182.90816,11,1,HR,52756.71429,56,1,1,1,4,20.75
HR,51182.90816,14,0,HR,51182.90816,7,1,HR,51182.90816,13,1,HR,44609.36364,63,1,3,1,4,24.25
HR,51182.90816,18,1,HR,51182.90816,8,1,HR,51182.90816,15,1,Management,79819.50204,36,0,3,1,4,19.25
HR,51182.90816,22,1,HR,51182.90816,10,1,HR,51182.90816,25,0,HR,56624,10,1,3,3,4,16.75
HR,30400,13,1,Sales,47142.92286,11,0,HR,51182.90816,6,0,Executive,123893.3069,43,1,3,3,4,18.25
HR,30400,14,1,HR,51182.90816,8,1,Other,53085.31717,3,0,Other,53085.31717,2,1,3,3,4,6.75
HR,30400,12,1,HR,30400,7,1,HR,51182.90816,22,1,Sales,47142.92286,4,1,3,2,4,11.25
HR,30400,31,0,HR,51182.90816,26,1,Sales,47142.92286,9,1,HR,51182.90816,11,1,3,3,4,19.25
HR,30400,29,1,Sales,66907.90991,17,0,Sales,47142.92286,64,1,Other,53085.31717,49,1,3,3,4,39.75
HR,30400,95,1,Management,48327.33333,9,1,Other,53085.31717,3,1,Service,37263.83653,12,1,3,3,4,29.75
HR,30400,2,0,HR,51182.90816,5,0,HR,51182.90816,27,1,Sales,47142.92286,17,0,2,1,4,12.75
HR,30400,51,1,HR,51182.90816,76,0,HR,51182.90816,24,1,Service,37263.83653,35,1,3,3,4,46.5
HR,30400,33,1,IT,69783.6369,25,1,IT,69783.6369,5,1,Other,53085.31717,8,1,3,3,4,17.75
HR,30400,17,0,HR,30400,21,1,Management,79819.50204,64,1,HR,51182.90816,20,1,0,1,4,30.5
HR,30400,27,1,HR,30400,74,1,HR,51182.90816,33,1,Management,79819.50204,24,1,3,3,4,39.5
HR,30400,19,1,HR,44609.36364,22,1,Sales,47142.92286,19,1,Other,53085.31717,31,1,3,3,4,22.75
HR,30400,16,1,HR,44609.36364,14,1,HR,51182.90816,20,1,HR,51182.90816,16,1,3,3,4,16.5
HR,30400,2,1,Executive,123893.3069,84,1,HR,51182.90816,22,1,HR,51182.90816,22,1,2,2,4,32.5
HR,30400,6,1,HR,44609.36364,7,1,HR,51182.90816,7,1,HR,51182.90816,15,1,3,3,4,8.75
HR,51182.90816,1,1,HR,51182.90816,13,1,HR,51182.90816,14,1,HR,43371,10,1,2,2,4,9.5
HR,51182.90816,17,1,Management,79819.50204,31,1,Marketing,50436.77654,12,1,Service,37263.83653,9,1,3,3,4,17.25
HR,37123,13,1,Executive,123893.3069,88,1,Marketing,50436.77654,26,1,Operations,69434.83383,26,1,3,3,4,38.25
Management,79819.50204,118,1,Management,79819.50204,29,1,HR,51182.90816,28,0,Management,79819.50204,52,0,3,3,4,56.75
HR,51182.90816,11,1,Management,79819.50204,56,1,IT,69783.6369,61,0,Operations,82979.71429,9,0,2,1,4,34.25
Management,79819.50204,3,1,HR,51182.90816,21,0,IT,69783.6369,13,0,HR,51182.90816,13,0,3,3,4,12.5
