Cat1,AvgS1,M1,Co1,Cat2,AvgS2,M2,Co2,Cat3,AvgS3,M3,Co3,Cat4,AvgS4,M4,Co4,Cat5,AvgS5,M5,Co5,NumDeg,NumCertf,numJobs,AverageMonths
Admin,51794.60833,16,1,HR,51182.90816,16,1,Unemployed,0,24,1,Marketing,50436.77654,24,1,Marketing,50436.77654,14,1,3,3,5,18.8
Admin,51794.60833,19,1,Executive,123893.3069,68,0,Unemployed,0,224,0,Executive,123893.3069,411,1,Executive,123893.3069,1,0,3,3,5,144.6
Other,53085.31717,87,0,Other,53085.31717,24,0,Unemployed,0,26,1,Academia,63461.28125,50,0,Academia,63461.28125,52,0,3,3,5,47.8
Other,53085.31717,24,0,Academia,63461.28125,18,1,Unemployed,0,1,1,Academia,63461.28125,1,1,Operations,69434.83383,19,0,3,3,5,12.6
IT,69783.6369,27,1,IT,69783.6369,13,0,Unemployed,0,27,0,Executive,123893.3069,35,0,IT,69783.6369,8,0,3,3,5,22
It,69783.6369,42,0,IT,69783.6369,29,0,Unemployed,0,47,0,IT,69783.6369,16,0,Unemployed,0,0,0,1,3,4,26.8
Unemployed,0,6,1,Engineering,81584.97869,95,0,Unemployed,0,38,0,Other,53085.31717,37,0,Management,79819.50204,75,1,3,3,5,50.2
Unemployed,0,65,0,Management,79819.50204,4,0,Unemployed,0,3,1,Management,79819.50204,48,0,Operations,69434.83383,65,1,3,3,5,37
Unemployed,0,5,0,Operations,69434.83383,14,1,Unemployed,0,18,0,Operations,69434.83383,12,0,Engineering,81584.97869,32,1,3,3,5,16.2
Unemployed,0,29,1,Service,37263.83653,3,1,Unemployed,0,9,1,Other,53085.31717,16,0,Service,37263.83653,113,1,3,3,5,34
Unemployed,0,4,0,IT,69783.6369,92,1,Unemployed,0,227,1,Operations,69434.83383,217,1,Other,53085.31717,32,0,3,3,5,114.4
Unemployed,0,65,1,Sales,47142.92286,8,1,Unemployed,0,7,0,Other,53085.31717,36,0,Other,53085.31717,6,0,2,1,5,24.4
Unemployed,0,65,1,Sales,47142.92286,8,1,Unemployed,0,7,0,Other,53085.31717,36,0,Other,53085.31717,6,0,2,1,5,24.4
Unemployed,0,41,1,Service,37263.83653,2,1,Unemployed,0,3,1,Other,53085.31717,22,1,Other,53085.31717,5,1,3,3,5,14.6
Unemployed,0,36,0,Executive,123893.3069,37,0,Unemployed,0,84,1,Management,79819.50204,29,0,Management,79819.50204,42,0,3,3,5,45.6
Unemployed,0,10,0,Service,37263.83653,30,1,Unemployed,0,101,1,Other,53085.31717,156,1,Other,53085.31717,6,0,3,3,5,60.6
Academia,63461.28125,24,0,Academia,63461.28125,13,0,Unemployed,0,1,0,Other,53085.31717,1,0,Executive,123893.3069,6,0,3,3,5,9
Academia,63461.28125,24,0,Academia,63461.28125,13,0,Unemployed,0,1,0,Other,53085.31717,1,0,Executive,123893.3069,6,0,3,3,5,9
Finance,60991.45474,7,1,HR,51182.90816,23,1,Unemployed,0,81,1,Management,79819.50204,60,1,Other,53085.31717,24,1,3,3,5,39
Other,53085.31717,122,1,Other,53085.31717,128,0,Executive,123893.3069,128,0,Academia,63461.28125,15,0,Other,53085.31717,6,1,1,1,5,79.8
Government,78213.325,15,0,Government,78213.325,36,1,Unemployed,0,0,0,Unemployed,0,0,0,Other,53085.31717,6,0,1,1,3,11.4
Government,78213.325,15,0,Government,78213.325,36,1,Unemployed,0,0,0,Unemployed,0,0,0,Other,53085.31717,6,0,1,1,3,11.4
Government,78213.325,24,1,Other,53085.31717,55,1,Unemployed,0,10,0,IT,69783.6369,4,0,Other,53085.31717,6,0,2,1,5,19.8
Government,78213.325,24,1,Other,53085.31717,55,1,Unemployed,0,10,0,IT,69783.6369,4,0,Other,53085.31717,6,0,2,1,5,19.8
Marketing,50436.77654,37,1,Management,79819.50204,13,1,Unemployed,0,11,1,Other,53085.31717,11,0,Other,53085.31717,17,1,3,3,5,17.8
IT,69783.6369,9,1,IT,69783.6369,13,1,Unemployed,0,15,1,Academia,63461.28125,54,1,Academia,63461.28125,54,1,3,1,5,29
Finance,60991.45474,91,1,Finance,60991.45474,3,0,Unemployed,0,82,1,Finance,60991.45474,16,0,Finance,60991.45474,53,0,3,3,5,49
IT,69783.6369,68,0,Finance,60991.45474,119,1,Unemployed,0,65,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,52.8
IT,69783.6369,3,1,IT,69783.6369,85,0,Unemployed,0,138,0,Unemployed,0,0,0,Engineering,81584.97869,6,0,1,1,4,46.4
IT,69783.6369,3,1,IT,69783.6369,85,0,Unemployed,0,138,0,Unemployed,0,0,0,Engineering,81584.97869,6,0,1,1,4,46.4
Finance,60991.45474,13,1,Finance,60991.45474,10,1,Unemployed,0,20,1,Executive,123893.3069,39,1,Other,53085.31717,1,0,3,3,5,16.6
Finance,60991.45474,6,0,Consultant,78074.16822,29,1,Unemployed,0,11,1,Other,53085.31717,22,1,Marketing,50436.77654,6,1,3,3,5,14.8
Finance,60991.45474,1,1,Finance,60991.45474,12,0,Unemployed,0,22,1,Finance,60991.45474,3,1,HR,51182.90816,7,1,3,3,5,9
Finance,60991.45474,0,0,Finance,60991.45474,14,1,Unemployed,0,10,1,Executive,123893.3069,23,1,Unemployed,0,3,1,3,3,4,10
Finance,60991.45474,18,1,Finance,60991.45474,51,0,Unemployed,0,31,1,Management,79819.50204,5,0,Other,53085.31717,6,0,3,3,5,22.2
Finance,60991.45474,74,1,HR,51182.90816,5,1,Unemployed,0,24,0,Management,79819.50204,21,1,Other,53085.31717,27,1,3,3,5,30.2
Other,53085.31717,15,0,Other,53085.31717,30,1,Unemployed,0,9,1,Operations,69434.83383,16,0,Management,79819.50204,6,1,2,1,5,15.2
Sales,47142.92286,7,1,Sales,47142.92286,55,1,Executive,123893.3069,10,0,Academia,63461.28125,3,0,Other,53085.31717,6,0,3,3,5,16.2
Finance,60991.45474,46,1,Finance,60991.45474,24,1,Unemployed,0,20,1,Management,79819.50204,23,0,Academia,63461.28125,29,0,3,3,5,28.4
HR,51182.90816,4,1,Other,53085.31717,48,1,Unemployed,0,3,1,HR,51182.90816,18,1,HR,51182.90816,5,1,3,2,5,15.6
Engineering,81584.97869,14,1,Executive,123893.3069,25,1,Unemployed,0,12,1,IT,69783.6369,27,1,Engineering,81584.97869,22,1,3,1,5,20
Marketing,50436.77654,73,0,Other,53085.31717,54,0,Unemployed,0,0,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,4,27.8
Sales,47142.92286,20,1,Sales,47142.92286,5,1,Unemployed,0,18,1,Sales,47142.92286,8,1,Sales,47142.92286,11,1,3,2,5,12.4
IT,69783.6369,208,1,Other,53085.31717,16,1,Unemployed,0,14,1,IT,69783.6369,7,1,IT,69783.6369,10,1,2,3,5,51
HR,51182.90816,9,1,Management,79819.50204,13,1,Unemployed,0,48,1,HR,51182.90816,13,1,Consultant,78074.16822,66,1,3,3,5,29.8
Marketing,50436.77654,13,0,Marketing,50436.77654,116,0,Unemployed,0,28,1,Other,53085.31717,16,1,Unemployed,0,0,0,2,1,4,34.6
Marketing,50436.77654,13,0,Marketing,50436.77654,116,0,Unemployed,0,28,1,Other,53085.31717,16,1,Unemployed,0,0,0,2,1,4,34.6
Marketing,50436.77654,10,0,Marketing,50436.77654,9,0,Unemployed,0,53,1,Other,53085.31717,11,0,Other,53085.31717,6,1,2,1,5,17.8
Marketing,50436.77654,9,1,Executive,123893.3069,19,1,Unemployed,0,2,1,Other,53085.31717,35,1,Other,53085.31717,6,0,2,1,5,14.2
Marketing,50436.77654,9,1,Executive,123893.3069,19,1,Unemployed,0,2,1,Other,53085.31717,35,1,Other,53085.31717,6,0,2,1,5,14.2
Consultant,78074.16822,112,0,Consultant,78074.16822,24,1,Unemployed,0,38,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,37.2
Consultant,78074.16822,69,1,HR,51182.90816,21,1,Unemployed,0,18,1,HR,51182.90816,6,1,Other,53085.31717,17,0,3,3,5,26.2
Consultant,78074.16822,66,1,IT,69783.6369,109,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,2,35
Consultant,78074.16822,55,0,Management,79819.50204,12,1,Unemployed,0,80,1,Management,79819.50204,15,1,Other,53085.31717,6,1,2,1,5,33.6
Consultant,78074.16822,31,1,Executive,123893.3069,115,1,Unemployed,0,24,1,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,36.4
Consultant,78074.16822,27,0,Finance,60991.45474,11,0,Unemployed,0,13,0,IT,69783.6369,26,0,Unemployed,0,2,0,3,3,5,15.8
Consultant,78074.16822,23,1,IT,69783.6369,115,0,Unemployed,0,25,0,IT,69783.6369,13,1,IT,69783.6369,7,0,3,3,5,36.6
Consultant,78074.16822,19,1,Consultant,78074.16822,34,0,Unemployed,0,52,0,IT,69783.6369,29,0,IT,69783.6369,16,0,3,3,5,30
Consultant,78074.16822,19,0,Consultant,78074.16822,23,0,Unemployed,0,23,0,IT,69783.6369,18,0,IT,69783.6369,12,0,2,3,5,19
Consultant,78074.16822,8,1,Consultant,78074.16822,19,1,Unemployed,0,3,0,Management,79819.50204,3,0,Consultant,78074.16822,19,0,3,3,5,10.4
Consultant,78074.16822,6,1,Consultant,78074.16822,24,1,Unemployed,0,17,1,Unemployed,0,3,0,Marketing,50436.77654,4,1,3,3,5,10.8
Consultant,78074.16822,6,1,Consultant,78074.16822,3,1,Unemployed,0,14,1,Other,53085.31717,10,1,Other,53085.31717,5,1,3,3,5,7.6
Consultant,78074.16822,30,0,HR,51182.90816,14,0,Unemployed,0,0,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,4,11.2
HR,51182.90816,0,1,HR,51182.90816,21,1,Unemployed,0,25,1,HR,51182.90816,9,1,HR,51182.90816,16,1,3,3,4,14.2
IT,69783.6369,8,1,IT,69783.6369,24,1,Unemployed,0,8,1,IT,69783.6369,9,1,IT,69783.6369,4,1,3,1,5,10.6
HR,51182.90816,10,0,Executive,123893.3069,24,1,Unemployed,0,21,1,Other,53085.31717,33,1,Service,37263.83653,6,1,2,3,5,18.8
Marketing,50436.77654,7,0,Marketing,50436.77654,27,1,Unemployed,0,26,1,Consultant,78074.16822,35,1,Other,53085.31717,6,0,3,3,5,20.2
HR,51182.90816,22,1,IT,69783.6369,8,1,Unemployed,0,9,0,IT,69783.6369,4,0,HR,51182.90816,34,0,3,2,5,15.4
Finance,60991.45474,7,0,Marketing,50436.77654,15,0,Unemployed,0,21,1,Marketing,50436.77654,28,1,Other,53085.31717,6,0,3,3,5,15.4
Sales,47142.92286,24,0,Service,37263.83653,60,0,Unemployed,0,0,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,4,19.2
Sales,47142.92286,6,0,Service,37263.83653,30,0,Unemployed,0,31,1,IT,69783.6369,36,1,IT,69783.6369,76,0,3,3,5,35.8
Service,37263.83653,90,0,Service,37263.83653,13,0,Unemployed,0,12,0,IT,69783.6369,82,0,Engineering,81584.97869,5,0,3,3,5,40.4
IT,69783.6369,2,1,Academia,63461.28125,60,1,Unemployed,0,8,1,IT,69783.6369,29,1,IT,69783.6369,28,1,3,3,5,25.4
IT,69783.6369,7,1,IT,69783.6369,15,1,Unemployed,0,81,0,IT,69783.6369,4,0,IT,69783.6369,68,0,3,1,5,35
IT,69783.6369,18,1,Other,53085.31717,69,0,Unemployed,0,23,1,Other,53085.31717,32,0,Other,53085.31717,6,1,1,1,5,29.6
IT,69783.6369,24,1,Executive,123893.3069,127,1,Unemployed,0,0,0,Other,53085.31717,76,1,Other,53085.31717,224,0,3,3,4,90.2
IT,69783.6369,19,1,IT,69783.6369,40,1,Unemployed,0,31,0,IT,69783.6369,3,0,IT,69783.6369,3,0,3,3,5,19.2
IT,69783.6369,5,1,IT,69783.6369,25,1,Unemployed,0,24,0,IT,69783.6369,18,1,Management,79819.50204,19,0,3,3,5,18.2
IT,69783.6369,1,1,Engineering,81584.97869,10,1,Unemployed,0,6,1,IT,69783.6369,9,1,IT,69783.6369,22,0,3,3,5,9.6
IT,69783.6369,9,1,IT,69783.6369,4,1,Unemployed,0,10,1,Executive,123893.3069,33,1,IT,69783.6369,17,1,1,3,5,14.6
IT,69783.6369,29,1,IT,69783.6369,13,1,Unemployed,0,45,1,Engineering,81584.97869,16,1,Engineering,81584.97869,31,1,3,3,5,26.8
Management,79819.50204,1,1,Executive,123893.3069,3,1,Unemployed,0,72,0,Executive,123893.3069,21,1,Executive,123893.3069,8,1,1,1,5,21
Management,79819.50204,17,0,Management,79819.50204,34,1,Unemployed,0,57,1,HR,51182.90816,8,0,Executive,123893.3069,82,1,3,3,5,39.6
Management,79819.50204,19,1,Management,79819.50204,175,1,Unemployed,0,12,0,Other,53085.31717,16,0,Other,53085.31717,41,0,1,1,5,52.6
Management,79819.50204,46,1,Management,79819.50204,56,0,Unemployed,0,59,0,Other,53085.31717,59,0,Other,53085.31717,112,0,3,3,5,66.4
Management,79819.50204,112,0,Marketing,50436.77654,8,1,Unemployed,0,8,1,Unemployed,0,0,0,Other,53085.31717,6,0,1,1,4,26.8
Management,79819.50204,17,1,Management,79819.50204,14,1,Unemployed,0,84,0,Management,79819.50204,12,0,Management,79819.50204,24,0,3,3,5,30.2
Management,79819.50204,29,1,Management,79819.50204,41,1,Unemployed,0,64,1,Sales,47142.92286,40,1,Management,79819.50204,65,1,3,3,5,47.8
Management,79819.50204,16,1,Management,79819.50204,68,0,Unemployed,0,38,0,Unemployed,0,0,0,Executive,123893.3069,6,1,1,1,4,25.6
Management,79819.50204,16,1,Management,79819.50204,68,0,Unemployed,0,38,0,Unemployed,0,0,0,Executive,123893.3069,6,1,1,1,4,25.6
Management,79819.50204,25,1,Executive,123893.3069,34,0,Unemployed,0,34,1,IT,69783.6369,103,1,Unemployed,0,46,0,3,3,5,48.4
Management,79819.50204,61,1,Management,79819.50204,77,0,Unemployed,0,105,1,IT,69783.6369,143,0,IT,69783.6369,87,0,3,3,5,94.6
Management,79819.50204,23,1,Management,79819.50204,46,0,Unemployed,0,12,1,Management,79819.50204,24,0,Management,79819.50204,85,0,3,3,5,38
Management,79819.50204,14,1,Management,79819.50204,21,1,Unemployed,0,24,0,Management,79819.50204,20,1,Management,79819.50204,27,1,3,3,5,21.2
Finance,60991.45474,41,1,Government,78213.325,18,1,Unemployed,0,171,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,3,46
Finance,60991.45474,41,1,Government,78213.325,18,1,Unemployed,0,171,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,3,46
Academia,63461.28125,18,1,Academia,63461.28125,108,1,Unemployed,0,10,1,Other,53085.31717,12,1,Academia,63461.28125,13,1,3,3,5,32.2
Health,32338,34,0,Executive,123893.3069,94,0,Unemployed,0,25,0,Management,79819.50204,45,0,Executive,123893.3069,89,0,3,3,5,57.4
IT,69783.6369,52,1,Executive,123893.3069,9,1,Unemployed,0,2,0,Operations,69434.83383,6,1,Executive,123893.3069,14,0,3,3,5,16.6
IT,69783.6369,19,0,Other,53085.31717,42,1,Unemployed,0,51,0,Consultant,78074.16822,126,0,Other,53085.31717,16,0,3,3,5,50.8
Other,53085.31717,122,0,Other,53085.31717,2,1,Unemployed,0,85,0,Unemployed,0,0,0,Marketing,50436.77654,6,0,1,1,4,43
Sales,47142.92286,24,0,Other,53085.31717,6,0,Unemployed,0,0,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,4,8.4
Service,37263.83653,29,0,IT,69783.6369,21,0,Unemployed,0,5,0,IT,69783.6369,10,0,IT,69783.6369,3,0,3,3,5,13.6
Finance,60991.45474,22,1,Executive,123893.3069,39,0,Unemployed,0,15,0,Executive,123893.3069,120,0,Management,79819.50204,29,0,3,3,5,45
IT,69783.6369,38,1,Management,79819.50204,23,1,Unemployed,0,88,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,3,29.8
IT,69783.6369,38,1,Management,79819.50204,23,1,Unemployed,0,88,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,3,29.8
IT,69783.6369,76,1,Finance,60991.45474,26,1,Unemployed,0,16,1,Finance,60991.45474,5,1,Service,37263.83653,12,1,3,3,5,27
IT,69783.6369,11,1,Academia,63461.28125,15,1,Unemployed,0,41,0,HR,51182.90816,7,0,HR,51182.90816,12,0,3,3,5,17.2
HR,51182.90816,79,1,HR,51182.90816,1,1,Unemployed,0,25,1,HR,51182.90816,24,1,HR,51182.90816,13,1,2,1,5,28.4
HR,51182.90816,68,0,Admin,51794.60833,2,0,Unemployed,0,2,0,Service,37263.83653,3,0,Unemployed,0,0,0,1,1,4,15
HR,51182.90816,68,0,Admin,51794.60833,2,0,Unemployed,0,2,0,Service,37263.83653,3,0,Unemployed,0,0,0,1,1,4,15
HR,51182.90816,7,1,Executive,123893.3069,149,1,Unemployed,0,25,1,HR,51182.90816,13,0,HR,51182.90816,7,0,2,1,5,40.2
Other,53085.31717,51,1,IT,69783.6369,35,0,Unemployed,0,46,1,Academia,63461.28125,95,0,Other,53085.31717,25,0,2,1,5,50.4
IT,69783.6369,26,1,IT,69783.6369,29,1,Unemployed,0,0,0,Unemployed,0,0,0,Other,53085.31717,6,1,1,1,3,12.2
IT,69783.6369,26,1,IT,69783.6369,29,1,Unemployed,0,0,0,Unemployed,0,0,0,Other,53085.31717,6,1,1,1,3,12.2
Finance,60991.45474,33,0,Finance,60991.45474,33,0,Unemployed,0,14,0,Finance,60991.45474,18,1,Other,53085.31717,6,0,3,3,5,20.8
Finance,60991.45474,9,1,Management,79819.50204,9,1,Unemployed,0,20,1,Management,79819.50204,28,1,Finance,60991.45474,33,1,3,3,5,19.8
Finance,60991.45474,26,1,Executive,123893.3069,22,0,Unemployed,0,41,0,Operations,69434.83383,39,0,Other,53085.31717,2,0,3,3,5,26
Finance,60991.45474,14,1,Finance,60991.45474,6,1,Unemployed,0,6,1,Operations,69434.83383,13,0,Management,79819.50204,72,1,3,3,5,22.2
Finance,60991.45474,95,1,Other,53085.31717,3,0,Unemployed,0,1,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,22.2
Finance,60991.45474,88,0,Finance,60991.45474,130,0,Unemployed,0,27,1,Other,53085.31717,168,1,Unemployed,0,0,0,1,1,4,82.6
HR,51182.90816,43,0,IT,69783.6369,19,0,Unemployed,0,13,0,HR,51182.90816,14,0,Other,53085.31717,13,0,1,1,5,20.4
HR,51182.90816,8,1,HR,51182.90816,11,1,Unemployed,0,8,1,Sales,47142.92286,27,1,HR,51182.90816,8,1,3,1,5,12.4
HR,51182.90816,2,1,HR,51182.90816,17,0,Unemployed,0,12,1,IT,69783.6369,5,1,Executive,123893.3069,3,1,3,1,5,7.8
HR,51182.90816,11,1,IT,69783.6369,32,1,Unemployed,0,25,1,IT,69783.6369,34,0,IT,69783.6369,39,0,3,2,5,28.2
IT,69783.6369,16,1,IT,69783.6369,3,1,Unemployed,0,28,0,Engineering,81584.97869,5,0,Engineering,81584.97869,23,0,1,3,5,15
HR,51182.90816,12,1,HR,51182.90816,58,1,Unemployed,0,88,1,HR,51182.90816,12,0,IT,69783.6369,6,0,2,3,5,35.2
HR,51182.90816,76,1,Other,53085.31717,18,1,Unemployed,0,12,0,Other,53085.31717,12,0,Other,53085.31717,12,0,3,3,5,26
IT,69783.6369,3,1,IT,69783.6369,19,1,Unemployed,0,13,1,Academia,63461.28125,63,0,Academia,63461.28125,8,1,3,1,5,21.2
IT,69783.6369,9,1,IT,69783.6369,8,1,Unemployed,0,3,1,Academia,63461.28125,57,1,Academia,63461.28125,57,1,2,3,5,26.8
IT,69783.6369,36,1,IT,69783.6369,8,1,Unemployed,0,5,1,Academia,63461.28125,46,1,IT,69783.6369,5,1,3,3,5,20
Management,79819.50204,211,0,Management,79819.50204,15,1,Unemployed,0,45,1,Management,79819.50204,28,1,Management,79819.50204,117,1,3,3,5,83.2
Management,79819.50204,190,0,Engineering,81584.97869,11,0,Unemployed,0,0,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,4,42.6
Management,79819.50204,64,0,Management,79819.50204,43,1,Unemployed,0,107,0,Other,53085.31717,6,0,Unemployed,0,0,0,1,1,4,44
Management,79819.50204,41,1,Management,79819.50204,47,1,Unemployed,0,19,1,Other,53085.31717,30,1,Other,53085.31717,12,1,3,3,5,29.8
Management,79819.50204,10,1,Management,79819.50204,71,0,Unemployed,0,64,1,Unemployed,0,19,0,Management,79819.50204,6,1,1,1,5,34
Management,79819.50204,0,1,Management,79819.50204,37,1,Unemployed,0,24,1,Management,79819.50204,62,0,Other,53085.31717,1,0,3,3,4,24.8
Management,79819.50204,5,1,Executive,123893.3069,6,1,Unemployed,0,7,1,IT,69783.6369,24,1,IT,69783.6369,27,1,1,3,5,13.8
Management,79819.50204,17,0,Management,79819.50204,23,0,Unemployed,0,11,0,HR,51182.90816,11,0,HR,51182.90816,28,0,2,2,5,18
Management,79819.50204,64,1,Management,79819.50204,19,0,Unemployed,0,45,1,Management,79819.50204,14,0,Consultant,78074.16822,19,0,3,3,5,32.2
Management,79819.50204,7,1,Management,79819.50204,87,0,Unemployed,0,12,1,Executive,123893.3069,124,0,Executive,123893.3069,62,0,3,3,5,58.4
Management,79819.50204,7,1,Other,53085.31717,29,1,Unemployed,0,44,1,HR,51182.90816,8,0,IT,69783.6369,6,0,3,3,5,18.8
Management,79819.50204,10,1,Management,79819.50204,11,0,Unemployed,0,18,1,Management,79819.50204,8,1,Unemployed,0,7,1,3,3,5,10.8
Management,79819.50204,163,1,Service,37263.83653,89,1,Unemployed,0,28,1,Other,53085.31717,40,0,Unemployed,0,0,0,3,1,4,64
Management,79819.50204,82,1,Management,79819.50204,16,0,Unemployed,0,22,0,Management,79819.50204,40,0,Management,79819.50204,30,0,3,3,5,38
Management,79819.50204,3,0,Finance,60991.45474,66,0,Unemployed,0,27,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,21.6
Management,79819.50204,3,0,Finance,60991.45474,66,0,Unemployed,0,27,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,21.6
Management,79819.50204,11,0,Management,79819.50204,16,0,Unemployed,0,66,0,Management,79819.50204,71,0,Sales,47142.92286,9,0,3,3,5,34.6
Management,79819.50204,12,1,Marketing,50436.77654,8,1,Unemployed,0,2,1,Marketing,50436.77654,4,0,Management,79819.50204,16,0,3,3,5,8.4
Management,79819.50204,28,1,Management,79819.50204,26,1,Unemployed,0,40,1,Management,79819.50204,16,1,Management,79819.50204,29,1,3,3,5,27.8
Management,79819.50204,64,1,Management,79819.50204,69,1,Unemployed,0,156,0,Management,79819.50204,52,0,Other,53085.31717,6,0,3,3,5,69.4
Management,79819.50204,2,1,IT,69783.6369,17,1,Unemployed,0,9,1,Sales,47142.92286,27,0,Management,79819.50204,13,1,3,3,5,13.6
Management,79819.50204,75,1,Other,53085.31717,8,1,Unemployed,0,64,1,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,31.8
Marketing,50436.77654,50,0,Sales,47142.92286,25,1,Unemployed,0,42,0,Sales,47142.92286,4,1,Other,53085.31717,6,0,2,1,5,25.4
Marketing,50436.77654,8,1,Marketing,50436.77654,36,1,Unemployed,0,6,1,Management,79819.50204,13,1,Other,53085.31717,6,1,3,3,5,13.8
Other,53085.31717,7,1,Other,53085.31717,14,1,Unemployed,0,0,0,Unemployed,0,0,0,Operations,69434.83383,6,0,1,1,3,5.4
Other,53085.31717,31,0,Academia,63461.28125,33,1,Unemployed,0,4,0,Academia,63461.28125,72,1,Management,79819.50204,53,1,3,3,5,38.6
Operations,69434.83383,1,0,IT,69783.6369,49,1,Unemployed,0,28,0,IT,69783.6369,28,0,Other,53085.31717,6,0,3,3,5,22.4
Operations,69434.83383,16,1,Management,79819.50204,41,1,Unemployed,0,89,0,Unemployed,0,0,0,Management,79819.50204,6,1,1,1,4,30.4
Other,53085.31717,34,1,Other,53085.31717,6,1,Unemployed,0,16,0,IT,69783.6369,6,1,Executive,123893.3069,6,1,3,3,5,13.6
Other,53085.31717,148,1,Other,53085.31717,35,0,Unemployed,0,24,0,Academia,63461.28125,12,0,Unemployed,0,6,1,1,1,5,45
Operations,69434.83383,34,1,Academia,63461.28125,24,0,Unemployed,0,38,1,Engineering,81584.97869,15,1,Academia,63461.28125,4,0,3,3,5,23
Operations,69434.83383,103,1,Management,79819.50204,20,1,Unemployed,0,92,1,Executive,123893.3069,128,1,Sales,47142.92286,173,1,3,3,5,103.2
Operations,69434.83383,94,1,Sales,47142.92286,66,1,Unemployed,0,3,0,IT,69783.6369,3,0,Other,53085.31717,20,1,3,3,5,37.2
Operations,69434.83383,35,0,Sales,47142.92286,5,0,Unemployed,0,12,0,Service,37263.83653,12,0,Other,53085.31717,23,1,3,3,5,17.4
Operations,69434.83383,10,1,Sales,47142.92286,3,0,Unemployed,0,5,1,IT,69783.6369,21,0,IT,69783.6369,33,0,3,3,5,14.4
Operations,69434.83383,4,0,Management,79819.50204,60,1,Unemployed,0,53,1,Executive,123893.3069,48,1,Unemployed,0,0,0,1,1,4,33
Operations,69434.83383,29,1,Sales,47142.92286,62,1,Unemployed,0,11,0,Operations,69434.83383,36,0,Operations,69434.83383,48,0,3,3,5,37.2
Operations,69434.83383,151,1,Management,79819.50204,106,0,Unemployed,0,12,0,Operations,69434.83383,12,1,Service,37263.83653,69,0,3,3,5,70
Other,53085.31717,50,1,Operations,69434.83383,8,1,Unemployed,0,5,1,Admin,51794.60833,215,0,Other,53085.31717,6,0,2,1,5,56.8
Government,78213.325,1,1,Management,79819.50204,13,0,Unemployed,0,146,0,Government,78213.325,10,1,Other,53085.31717,6,1,2,1,5,35.2
Other,53085.31717,122,1,Other,53085.31717,164,0,Unemployed,0,56,0,Sales,47142.92286,45,0,Other,53085.31717,6,0,3,3,5,78.6
Other,53085.31717,39,1,Finance,60991.45474,39,1,Unemployed,0,7,1,Consultant,78074.16822,28,1,Unemployed,0,0,0,2,1,4,22.6
Other,53085.31717,39,1,Finance,60991.45474,39,1,Unemployed,0,7,1,Consultant,78074.16822,28,1,Unemployed,0,0,0,2,1,4,22.6
Other,53085.31717,22,1,Engineering,81584.97869,20,1,Unemployed,0,20,1,IT,69783.6369,42,0,Engineering,81584.97869,5,0,3,3,5,21.8
Operations,69434.83383,19,1,Management,79819.50204,28,0,Unemployed,0,64,0,IT,69783.6369,25,0,IT,69783.6369,4,0,3,3,5,28
Operations,69434.83383,326,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,1,65.2
Operations,69434.83383,326,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,1,65.2
Operations,69434.83383,79,1,Operations,69434.83383,8,1,Unemployed,0,10,0,Engineering,81584.97869,11,1,Operations,69434.83383,36,1,3,3,5,28.8
Operations,69434.83383,21,0,Admin,51794.60833,74,0,Unemployed,0,110,0,Admin,51794.60833,109,0,Unemployed,0,132,0,3,3,5,89.2
Operations,69434.83383,17,1,Operations,69434.83383,78,1,Unemployed,0,25,1,Management,79819.50204,19,1,Other,53085.31717,6,0,3,3,5,29
Operations,69434.83383,8,1,Operations,69434.83383,30,1,Unemployed,0,8,1,Operations,69434.83383,46,1,Marketing,50436.77654,17,1,3,3,5,21.8
Operations,69434.83383,5,0,Operations,69434.83383,25,0,Unemployed,0,24,0,Operations,69434.83383,18,0,Operations,69434.83383,11,0,3,3,5,16.6
Operations,69434.83383,2,1,Operations,69434.83383,19,1,Unemployed,0,29,1,Operations,69434.83383,41,0,IT,69783.6369,12,0,2,3,5,20.6
Operations,69434.83383,28,1,Operations,69434.83383,36,1,Unemployed,0,32,1,Operations,69434.83383,54,0,Consultant,78074.16822,53,0,3,3,5,40.6
